"??? ????????","???????","ID","Credit","Debit","??????","???? ??????"
21342,,1,220000,0,"EGP","Client paid for our legal service fees of Cassation case no. 1 / 88j"
21338,,2,11000,0,"EGP","Client paid our legal service for Attending a Meeting for General Assembly (MGA) scheduled at 21/02/2018."
21327,,11,2000,0,"USD","Client paid our legal service for Legal Opinion re. the impact of new investment law no. 72 of 2017 on the company"
21315,,14,3000,0,"EGP","Client paid in advance admin fees for appeal no. 11048/134j"
21343,,15,10000,0,"EGP","Client paid for advance admin fees of Cassation case no. 1 / 88j"
21352,,16,16500,0," USD","Client paid the 1st installment of our legal fees for Public Prosecutor investigations about a tax evasion"
21353,,17,10000,0,"EGP","Client paid in advance admin fees for Public Prosecutor investigations about a tax evasion"
21233,,19,14000,0,"EGP","Client paid a part of our legal fees for case no. 20/73j"
21234,,20,7000,0,"EGP","Client paid in advance admin fees for case no. 20/73j"
20440,,21,20000,0,"EGP","Client paid the 1st installment of our legal service for cases no. 42992/68j, 826/6j & 10/2014"
20441,,22,2000,0,"EGP","Client paid in advance admin fees for cases no. 42992/68j, 826/6j & 10/2014"
21175,,26,242081,0,"EGP","Client paid the 2nd installment of our legal service fees for retainer agreement started in 1/1/2017 (for the domestic factory branch)"
20981,,27,2000,0,"EGP","Client paid advanced admin fees for case no. 3226/2013"
20979,,28,2222,0,"EGP","Client paid the actual expenses for case no. 3023/2013"
21131,,29,33000,0,"EGP","Client paid the 1st installment of our legal fees for cases no. 4702/2014 & 4287/2014"
21132,,30,3500,0,"EGP","Client paid in advance admin fees for cases no. 4702/2014 & 4287/2014"
21137,,31,22000,0,"EGP","client paid the 1st installment of our legal fees for appeal no. 858 / 20j"
21138,,32,2000,0,"EGP","Client paid in advance admin fees for appeal no. 858 / 20j"
21280,,34,33000,0,"EGP","Client paid the 1st installment of our legal fees for case no. 1922/2017"
21169,,37,41250,0,"EGP","Client paid the 1st installment of our legal service fees for retainer agreement dated 1/7/2017"
21014,,38,3000,0,"EGP","Client paid in advance admin fees for Establishment of an Egyptian joint stock company called Libra."
21329,,40,9468,0,"EGP","Client paid the actual expenses for cases no. 163/2016, 691/2016 & 152/2016."
21368,,41,30000,0,"EGP","Client paid part of the 1st installment of our legal service fees for appeal no. 302/2018"
21366,,42,75000,0,"EGP","Client paid the 1st installment of our legal service fees for appeals no. 105,129/135j, without VAT"
21136,,43,11000,0,"EGP","Client paid the 2nd installment of our legal fees for case no. 858/2014"
21127,,44,8250,0,"EGP","Client paid the 2nd installment of our legal fees for appeal no. 760/16j"
21133,,45,2475,0,"USD","Client paid the 2nd installment of our legal fees for case no. 4933/2009"
20659,,46,16000,0,"EGP","Client paid a part of the 1st installment of our legal fees for case no. 4324/2014 + in advance admin fees"
21033,,47,20000,0,"EGP","Client paid a part of the 1st installment of our legal fees for case no. 595/2016"
0,,48,2000,0,"EGP","Client paid advanced admin fees for case no. 9886/2014"
20253,,49,11500,0,"EGP","Client paid a part of the 1st installment of our legal fees for case no. 858/2014 + in advance admin fees"
21386,,50,572000,0,"EGP","Client paid the 1st installment of our legal service fees for  cassation cases 5321,5428,5431,5461/88j"
21367,,51,5000,0,"EGP","Client paid advanced admin fees for appeals no. 105,129/135j"
21369,,52,5000,0,"EGP","Client paid the advance admin fees for appeal no. 302/2018"
21372,,53,2000,0,"EGP","Client paid advanced admin fees for cassation no. 4602/88j"
21376,,54,500,0,"USD","Client paid advanced admin fees for reviewing & amending contract of distribution the company products in South Africa"
20516,,80,11000,0,"USD","Client paid the 1st installment of our legal service fees for case no. 3804/2013 + in advance admin fees"
21408,21/5/2018 0:00:00,81,30000,0,"EGP","Client paid a part for the 1st installment of our legal service fees for appeal no. 302/2018"
20569,,83,28000,0,"EGP","client paid the 1st installment of our legal fees, article (1), for dispute with Anwar Abd El-Salam + in advance admin fees"
20835,,84,25000,0,"EGP","client paid the 2nd installment of our legal fees, article (1), for dispute with Anwar Abd El-Salam"
20836,,85,28000,0,"EGP","client paid the 1st installment of our legal fees, article (2), for dispute with Anwar Abd El-Salam + in advance admin fees"
21410,27/6/2018 0:00:00,90,0,5703,"USD","Our legal service fees for 15.58 hours, re. corporate matters"
21404,14/5/2018 0:00:00,93,0,1996,"EGP","Actual expenses for cases no. 721, 722/2017"
21403,13/5/2018 0:00:00,94,0,809,"EGP","Actual expenses for 2016"
21399,13/5/2018 0:00:00,95,0,2105,"EGP","Actual expenses from Jan 2017 to Apr 2018"
21398,13/5/2018 0:00:00,96,0,192500,"EGP","3rd & 4th installment of our legal service fees for retainer agreement started in 1/7/2017"
21396,7/5/2018 0:00:00,97,0,10000,"USD","1st installment of our legal service fees for retainer agreement started in 1/1/2018 (for free zone branch)"
21395,27/6/2018 0:00:00,98,0,13750,"USD","1st installment of our legal service fees for retainer agreement started in 1/1/2018 (for domestic factor branch)"
21394,7/5/2018 0:00:00,99,0,20946,"EGP","Actual expenses from 11/8/2017 to 30/4/2018"
21393,2/5/2018 0:00:00,100,0,2500,"EGP","Actual expenses for case no. 1039/21j."
21391,2/5/2018 0:00:00,101,0,22000,"EGP","2nd installment of our legal service fees for case no. 1039/21j."
21389,24/4/2018 0:00:00,102,0,22000,"EGP","2nd installment of our legal sevice for cases no. 721, 722/2017"
21388,24/4/2018 0:00:00,103,0,11000,"EGP","2nd installment of our legal fees for case no. 439/2017"
21387,24/4/2018 0:00:00,104,0,11000,"EGP","2nd installment of our legal service for appeal no. 11048/134j"
21386,24/4/2018 0:00:00,105,0,572000,"EGP","1st installment of our legal service fees for  cassation cases 5321,5428,5431,5461/88j"
21376,3/4/2018 0:00:00,106,0,500,"USD","In advance admin fees for reviewing & amending contract of distribution the company products in South Africa"
21375,3/4/2018 0:00:00,107,0,2750,"USD","Our legal service fees for reviewing & amending contract of distribution the company products in South Africa"
21372,1/4/2018 0:00:00,108,0,2000,"EGP","In advance admin fees for cassation no. 4602/88j"
21371,1/4/2018 0:00:00,109,0,27500,"EGP","2nd installment of our legal service fees for cassation no. 4602/88j"
21370,1/4/2018 0:00:00,110,0,11000,"EGP","1st installment of our legal service fees for cassation no. 4602/88j"
21369,27/3/2018 0:00:00,111,0,5000,"EGP","In advance admin fees for appeal no. 302/2018"
21368,27/3/2018 0:00:00,112,0,33000,"EGP","1st installment of our legal service fees for appeal no. 302/2018"
21367,26/3/2018 0:00:00,113,0,5000,"EGP","In advance admin fees for appeals no. 105,129/135j"
21366,26/3/2018 0:00:00,114,0,82500,"EGP","1st installment of our legal service fees for appeals no. 105,129/135j"
21353,26/2/2018 0:00:00,115,0,10000,"EGP","In advance admin fees for Public Prosecutor investigations about a tax evasion"
21352,26/2/2018 0:00:00,116,0,16500," USD","1st installment of our legal fees for Public Prosecutor investigations about a tax evasion"
21343,5/2/2018 0:00:00,117,0,10000,"EGP","In advance admin fees for Cassation case no. 1 / 88j"
21342,5/2/2018 0:00:00,118,0,220000,"EGP","Our legal service fees for Cassation case no. 1 / 88j"
21338,31/1/2018 0:00:00,119,0,11000,"EGP","Our legal service for Attending a Meeting for General Assembly (MGA) scheduled at 21/02/2018."
21335,8/2/2018 0:00:00,120,0,22000,"EGP","2nd installment of our legal service for cases no. 42992/68j, 826/6j & 10/2014"
21333,22/1/2018 0:00:00,121,0,2000,"EGP","In advance admin fees for case no. 1676/21j"
21332,22/1/2018 0:00:00,122,0,22000,"EGP","1st installment of our legal service for case no. 1676/21j"
21331,17/1/2018 0:00:00,123,0,11614,"EGP","Actual expenses for cases no. 320/6j & 335/7j"
21330,17/1/2018 0:00:00,124,0,1399797,"EGP","2nd installment of our legal service fees for cases no. 320/6j & 335/7j"
21329,17/1/2018 0:00:00,125,0,9468,"EGP","Actual expenses for cases no. 163/2016, 691/2016 & 152/2016."
21328,16/1/2018 0:00:00,126,0,11000,"EGP","2nd installment of our legal fees for case no. 1922/2017"
21327,14/1/2018 0:00:00,127,0,2000,"USD","Our legal service for Legal Opinion re. the impact of new investment law no. 72 of 2017 on the company"
21315,2/1/2018 0:00:00,130,0,3000,"EGP","In advance admin fees for appeal no. 11048/134j"
21280,16/11/2017 0:00:00,139,0,33000,"EGP","1st installment of our legal fees for case no. 1922/2017"
21234,20/11/2017 0:00:00,145,0,7000,"EGP","In advance admin fees for case no. 20/73j"
21233,20/11/2017 0:00:00,146,0,55000,"EGP","Our legal fees for case no. 20/73j"
21224,2/1/2018 0:00:00,147,0,41250,"EGP","2nd installment of our legal service fees for retainer agreement dated 1/7/2017"
21175,2/10/2017 0:00:00,149,0,242081,"EGP","2nd installment of our legal service fees for retainer agreement started in 1/1/2017 (for the domestic factory branch)"
21169,26/7/2017 0:00:00,150,0,41250,"EGP","1st installment of our legal service fees for retainer agreement dated 1/7/2017"
21138,13/6/2017 0:00:00,151,0,2000,"EGP","In advance admin fees for appeal no. 858 / 20j"
21137,13/6/2017 0:00:00,152,0,22000,"EGP","1st installment of our legal fees for appeal no. 858 / 20j"
21136,13/6/2017 0:00:00,153,0,11000,"EGP","2nd installment of our legal fees for case no. 858/2014"
21133,13/6/2017 0:00:00,154,0,2475,"USD","2nd installment of our legal fees for case no. 4933/2009"
21132,13/6/2017 0:00:00,155,0,3500,"EGP","In advance admin fees for cases no. 4702/2014 & 4287/2014"
21131,13/6/2017 0:00:00,156,0,33000,"EGP","1st installment of our legal fees for cases no. 4702/2014 & 4287/2014"
21127,13/6/2017 0:00:00,157,0,8250,"EGP","2nd installment of our legal fees for appeal no. 760/16j"
21033,5/2/2017 0:00:00,159,0,33000,"EGP","1st installment of our legal fees for case no. 595/2016"
21014,11/1/2017 0:00:00,160,0,3000,"EGP","In advance admin fees for Establishment of an Egyptian joint stock company called Libra."
21013,11/1/2017 0:00:00,161,0,88000,"EGP","Our legal fees for Establishment of an Egyptian joint stock company called Libra."
20981,12/12/2016 0:00:00,162,0,2000,"EGP","In advance admin fees for case no. 3226/2013"
20979,12/12/2016 0:00:00,163,0,2222,"EGP","Actual expenses for case no. 3023/2013"
20886,20/12/2016 0:00:00,164,0,17012,"EGP","Actual expenses from 1/1/2016 to 31/5/2016"
20840,29/3/2016 0:00:00,165,0,45000,"EGP","1st installment of our legal service fees for case no. 1039/21j + in advance admin fees"
20836,24/3/2016 0:00:00,166,0,28000,"EGP","1st installment of our legal fees, article (2), for dispute with Anwar Abd El-Salam + in advance admin fees"
20835,24/3/2016 0:00:00,167,0,25000,"EGP","2nd installment of our legal fees, article (1), for dispute with Anwar Abd El-Salam"
20680,6/1/2015 0:00:00,168,0,865,"EGP","Actual expenses for May 2015"
20679,1/5/2015 0:00:00,169,0,1600,"EGP","Actual expenses for matter of investigation re workers' strike"
20659,12/7/2015 0:00:00,170,0,32000,"EGP","1st installment of our legal fees for case no. 4324/2014 + in advance admin fees"
20569,16/4/2015 0:00:00,171,0,28000,"EGP","1st installment of our legal fees, article (1), for dispute with Anwar Abd El-Salam + in advance admin fees"
20516,21/1/2015 0:00:00,172,0,11000,"USD","1st installment of our legal service fees for case no. 3804/2013 + in advance admin fees"
20441,16/10/2014 0:00:00,173,0,2000,"EGP","In advance admin fees for cases no. 42992/68j, 826/6j & 10/2014"
20440,16/10/2014 0:00:00,174,0,20000,"EGP","1st installment of our legal service for cases no. 42992/68j, 826/6j & 10/2014"
20253,14/3/2014 0:00:00,175,0,23000,"EGP","1st installment of our legal fees for case no. 858/2014 + in advance admin fees"
0,1/2/2018 0:00:00,178,0,2000,"EGP","In advance admin fees for case no. 9886/2014"
20904,19/7/2016 0:00:00,179,0,52000,"EGP","1st installment of our legal fees for case no.  411 / 2015, and its appeal no. 8358 / 21j"
20436,16/10/2014 0:00:00,180,0,10000,"EGP","1st installment of our legal service for case no. 26 / 5j"
20436,,181,10000,0,"EGP","client paid 1st installment of our legal service for case no. 26 / 5j"
20437,16/10/2014 0:00:00,182,0,2000,"EGP","In advance admin fees for case no. 26 / 5j"
20437,,183,2000,0,"EGP","Client paid advance admin fees for case no. 26 / 5j"
20135,27/10/2013 0:00:00,184,0,42000,"EGP","1st installment of our legal fees for case no. 183 / 4j, + in advance admin fees for the case"
20136,,185,15000,0,"EGP","Client paid the 1st installment of our legal fees for case no. 8252 / 83j"
21417,28/5/2018 0:00:00,186,0,4400,"EGP","Legal fees of legal opinion about villa no. T120 owned by Khaled Said"
20904,,187,52000,0,"EGP","Client paid the 1st installment of our legal fees for case no.  411 / 2015, and its appeal no. 8358 / 21j"
21423,5/6/2018 0:00:00,188,0,2742,"EGP","Actual expenses for case no.  411 / 2015, and its appeal no. 8358 / 21j"
21422,5/6/2018 0:00:00,189,0,27500,"EGP","2nd installment of our legal fees for case no.  411 / 2015, and its appeal no. 8358 / 21j"
20111,25/9/2013 0:00:00,190,0,12000,"EGP","1st installment of our legal fees for case no. 2558 / 2013 + in advance admin fees for the case"
20111,,191,12000,0,"EGP","Client paid 1st installment of our legal fees for case no. 2558 / 2013 + in advance admin fees for the case"
21426,6/6/2018 0:00:00,192,0,11000,"EGP","2nd installment of our legal fees for case no. 2558 / 2013"
21428,6/6/2018 0:00:00,193,0,11000,"EGP","2nd installment of our legal service for case no. 26 / 5j"
21427,6/6/2018 0:00:00,194,0,5500,"EGP","Legal fees for legal opinion about unit no. 1834 owned by Nagla' Hassab"
20567,15/4/2015 0:00:00,195,0,20000,"EGP","2nd installment of our legal fees for case no. 183 / 4j"
20137,27/10/2013 0:00:00,196,0,15000,"EGP","1st installment of our legal fees for case no. 16482 / 83j"
20136,27/10/2013 0:00:00,197,0,15000,"EGP","1st installment of our legal fees for case no. 8252 / 83j"
21435,13/6/2018 0:00:00,198,0,220000,"EGP","2nd installment of our legal service fees for  cassation cases 5321,5428,5431,5461/88j"
21436,13/6/2018 0:00:00,199,0,16710,"EGP","Actual expenses for cassation cases 5321,5428,5431,5461/88j"
21437,14/6/2018 0:00:00,200,0,16500,"EGP","2nd installment of our legal fees for case no. 8252 / 83j"
21429,6/6/2018 0:00:00,201,0,41250,"EGP","3rd installment of our legal service fees for retainer agreement dated 1/7/2017"
21129,13/6/2017 0:00:00,202,0,44000,"EGP","Our legal service fees for case no. 4702/2014"
21129,,203,44000,0,"EGP","Client paid for our legal service fees for case no. 4702/2014"
21233,,204,41000,0,"EGP","Client paid a part of our legal fees for case no. 20/73j"
21079,,207,10000,0,"EGP","Client paid our legal service fees for appeal no. 9011/133j"
21091,26/4/2018 0:00:00,210,0,11000,"USD","1st installment of our legal service fees for cassations no. 8102, 8103, 8244 / 87j"
20980,12/12/2016 0:00:00,211,0,2000,"EGP","In advance admin fees for case no. 3024 / 2013"
21104,27/6/2018 0:00:00,212,0,196429,"EGP","2nd installment of our legal service fees for cassations no. 8102, 8103, 8244 / 87j [$11K]"
21377,5/4/2018 0:00:00,213,0,27500,"EGP","Our legal service fees for appeal no. 4711/135j"
21378,5/4/2018 0:00:00,214,0,5000,"EGP","In advance admin fees for appeal no. 4711/135j"
21366,,215,7500,0,"EGP","Client paid the VAT of 1st installment of our legal service fees for appeals no. 105,129/135j"
21370,,216,11000,0,"EGP","Client paid 1st installment of our legal service fees for cassation no. 4602/88j"
21371,,217,27500,0,"EGP","Client paid 2nd installment of our legal service fees for cassation no. 4602/88j"
21377,,218,27500,0,"EGP","Client paid for our legal service fees for appeal no. 4711/135j"
21412,4/7/2018 0:00:00,219,0,196183,"EGP","2nd installment of our legal service fees for case no. 3804/2013 + in advance admin fees (USD 11000)"
21446,9/7/2018 0:00:00,220,0,242000,"EGP","Our legal service fees for cases No. 575 / 2018, 87 / 2018 & 567 / 2018"
21447,9/7/2018 0:00:00,221,0,20000,"EGP","In advance admin fees for cases No. 575 / 2018, 87 / 2018 & 567 / 2018"
21448,11/7/2018 0:00:00,222,0,33000,"EGP","Our legal service fees for appeal no. 4725/22j"
21388,,225,11000,0,"EGP","Client paid 2nd installment of our legal fees for case no. 439/2017"
21389,,227,22000,0,"EGP","client paid 2nd installment of our legal sevice for cases no. 721, 722/2017"
21404,,228,1996,0,"EGP","client paid Actual expenses for cases no. 721, 722/2017"
21387,,229,11000,0,"EGP","client paid 2nd installment of our legal service for appeal no. 11048/134j"
21335,,230,22000,0,"EGP","client paid 2nd installment of our legal service for cases no. 42992/68j, 826/6j & 10/2014"
21332,,231,22000,0,"EGP","client paid 1st installment of our legal service for case no. 1676/21j"
21333,,232,2000,0,"EGP","client paid In advance admin fees for case no. 1676/21j"
21417,,233,4400,0,"EGP","client paid Legal fees of legal opinion about villa no. T120 owned by Khaled Said"
21451,15/7/2018 0:00:00,236,0,16500,"USD","Our legal service fees for case no. 24326/72j & 2 grievances against FRA & EFSA"
21452,15/7/2018 0:00:00,237,0,5000,"EGP","In advance admin fees for case no. 24326/72j & 2 grievances against FRA & EFSA"
21427,,238,5500,0,"EGP","Client paid the legal fees for legal opinion about unit no. 1834 owned by Nagla' Hassab"
21423,,239,2742,0,"EGP","Client paid the actual expenses for case no.  411 / 2015, and its appeal no. 8358 / 21j"
21422,,240,27500,0,"EGP","Client paid the 2nd installment of our legal fees for case no.  411 / 2015, and its appeal no. 8358 / 21j"
20886,,241,17012,0,"EGP","Client paid actual expenses from 1/1/2016 to 31/5/2016"
21395,12/7/2018 0:00:00,243,13750,0,"USD","Client paid the 1st installment of our legal service fees for retainer agreement started in 1/1/2018 (for domestic factor branch)"
21396,12/7/2018 0:00:00,244,10000,0,"USD","Client paid the 1st installment of our legal service fees for retainer agreement started in 1/1/2018 (for free zone branch)"
21410,,245,5703,0,"USD","Client paid for our legal service fees for 15.58 hours, re. corporate matters"
21453,15/7/2018 0:00:00,246,0,11000,"EGP","2nd installment of our legal service fees for appeal no. 3924/21j."
21454,16/7/2018 0:00:00,247,0,1587,"EGP","actual expenses for cases no. 163/2016, 691/2016 & 152/2016, through 16/07/2018."
21080,10/4/2017 0:00:00,248,0,537,"EGP","Actual expenses for appeal no. 9011/133j"
21080,,249,537,0,"EGP","Client paid Actual expenses for appeal no. 9011/133j"
21375,,250,2750,0,"USD","Client paid for Our legal service fees for reviewing & amending contract of distribution the company products in South Africa"
21368,,251,3000,0,"EGP","Client paid part of the 1st installment of our legal service fees for appeal no. 302/2018"
21224,,252,41250,0,"EGP","Client paid for 2nd installment of our legal service fees for retainer agreement dated 1/7/2017"
21391,,253,22000,0,"EGP","Client paid the 2nd installment of our legal service fees for case no. 1039/21j."
21393,,254,2500,0,"EGP","Client paid for the Actual expenses for case no. 1039/21j."
21378,,256,5000,0,"EGP","Clien paid in advance admin fees for appeal no. 4711/135j"
21086,10/4/2017 0:00:00,257,0,5000,"EGP","In advance admin fees for appeal no. 9011/133j"
21086,,258,1000,0,"EGP","Client paid part of the advance admin fees for appeal no. 9011/133j"
21455,25/7/2018 0:00:00,259,0,11000,"EGP","Our legal service fees for legal opinion about a rent contract with X-Band Co."
21456,25/7/2018 0:00:00,260,0,11000,"EGP","2nd installment of our legal service for case no. 1676/21j"
21462,30/7/2018 0:00:00,261,0,27500,"EGP","1st installment of our legal service fees for cassation no. 7099/88j."
21463,30/7/2018 0:00:00,262,0,3000,"EGP","In advance admin fees for cassation no. 7099/88j."
21464,30/7/2018 0:00:00,263,0,27500,"EGP","1st installment of our legal service fees for cassation no. 6785/88j."
21465,30/7/2018 0:00:00,264,0,3000,"EGP","In advance admin fees for cassation no. 6785/88j."
21091,,265,11000,0,"USD","Client paid the 1st installment of our legal service fees for cassations no. 8102, 8103, 8244 / 87j"
21471,27/8/2018 0:00:00,266,0,44000,"EGP","1st installment of our legal service fees for Case no. 66 / 135j, nullity of sports arbitration judgment for case no. 159 / 1j 2017, against Fouad Shoukry"
21472,27/8/2018 0:00:00,267,0,3000,"EGP","In advance admin fees for Case no. 66 / 135j, nullity of sports arbitration judgment for case no. 159 / 1j 2017, against Fouad Shoukry"
21473,27/8/2018 0:00:00,268,0,7700,"EGP","Our legal service fees for Legal opinion about 2 matters; 1) terminating rent contract & recovering the renting unit, 2) procedures of recovering units from non-paying clients"
21203,19/9/2017 0:00:00,270,0,55000,"EGP","2nd & 3rd installments of our legal service fees for cases no. 55381/67j, 74232/62j."
21203,,271,25000,0,"EGP","Client paid part of 2nd & 3rd installments of our legal service fees for cases no. 55381/67j, 74232/62j."
20512,14/1/2015 0:00:00,272,0,25000,"EGP","1st installment of our legal service fees for cases no. 55381/67j, 74232/62j."
20512,,273,25000,0,"EGP","Client paid 1st installment of our legal service fees for cases no. 55381/67j, 74232/62j."
21330,,276,1399797,0,"EGP","The invoice has been canceled"
21331,,277,11614,0,"EGP","The invoice has been canceled"
21086,,278,4000,0,"EGP","Client paid last part of the advance admin fees for appeal no. 9011/133j"
20221,18/6/2014 0:00:00,279,28000,0,"EGP","Client paid a part of 1st installment of our legal fees for case no. 6343/2013 + in advance admin fees"
20253,,280,8000,0,"EGP","Client paid a part of the 1st installment of our legal fees for case no. 858/2014 + in advance admin fees"
21474,27/8/2018 0:00:00,282,0,41250,"EGP","4th installment of our legal service fees for retainer agreement dated 1/7/2017"
21403,,283,809,0,"EGP","Client paid the actual expenses for 2016"
21399,,284,2105,0,"EGP","Client paid the actual expenses from Jan 2017 to Apr 2018"
21398,,285,43225,0,"EGP","Client paid a part of 3rd & 4th installment of our legal service fees for retainer agreement started in 1/7/2017"
21429,,286,41250,0,"EGP","Client paid for the 3rd installment of our legal service fees for retainer agreement dated 1/7/2017"
21446,,287,220000,0,"EGP","Client paid part of Our legal service fees for cases No. 575 / 2018, 87 / 2018 & 567 / 2018"
21447,,288,20000,0,"EGP","Client paid for the advanced admin fees for cases No. 575 / 2018, 87 / 2018 & 567 / 2018"
